shipment_id,origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,axle_3,axle_4,axle_5,axle_6_plus
SH_1384,"Miami, FL","New York, NY",52.6,19.5,3.15,4.7,Low,9.3,Clear,Fall,3,8,9.5,Tanker,0,1,1256,60,2360.02,841.787234,3201.807234,0,0,1,0
SH_1385,"Houston, TX","Denver, CO",53.0,12.5,4.72,7.99,Low,7.8,Fog,Spring,4,8,7.8,Dry Van,1,1,1010,60,1839.21,596.6458073,2435.855807,0,0,1,0
SH_1386,"Atlanta, GA","Dallas, TX",60.1,25.8,4.38,4.08,Low,6.0,Storm,Winter,3,8,2.3,Tanker,1,2,828,70,1776.06,888.8823529,2664.942353,0,1,0,0
SH_1387,"Los Angeles, CA","Denver, CO",41.3,10.5,3.62,6.47,High,7.2,Storm,Winter,3,8,1.6,Dry Van,0,1,954,60,1754.41,533.7681607,2288.178161,0,0,1,0
SH_1388,"Chicago, IL","Phoenix, AZ",57.6,11.8,4.9,5.86,Medium,4.4,Snow,Summer,5,8,3.3,Dry Van,1,1,1670,60,3086.16,1396.416382,4482.576382,0,0,0,1
SH_1389,"Denver, CO","Chicago, IL",49.8,19.3,4.54,7.71,Medium,5.6,Fog,Winter,4,8,4.6,Tanker,1,1,1056,60,1951.49,621.8210117,2573.311012,0,0,0,1
SH_1390,"Phoenix, AZ","New York, NY",71.5,7.2,3.26,5.98,Low,4.6,Snow,Winter,5,8,3.3,Flatbed,0,3,2461,80,6740.68,1341.615385,8082.295385,0,0,0,1
SH_1391,"Dallas, TX","New York, NY",60.8,6.7,3.51,4.79,Low,4.1,Snow,Fall,4,8,3.8,Refrigerated,0,2,1576,70,3435.68,1154.85595,4590.53595,1,0,0,0
SH_1392,"Chicago, IL","Atlanta, GA",62.8,8.4,4.04,7.07,Medium,5.0,Storm,Winter,3,8,5.7,Flatbed,1,2,677,70,1472.47,386.8571429,1859.327143,0,1,0,0
SH_1393,"Dallas, TX","Chicago, IL",54.4,9.8,4.49,4.51,Medium,4.6,Clear,Summer,4,8,2.1,Dry Van,1,1,925,60,1704.77,920.8980044,2625.668004,0,0,0,1
SH_1394,"Houston, TX","Los Angeles, CA",56.6,16.2,4.42,6.49,High,7.9,Fog,Winter,5,8,2.9,Refrigerated,1,1,1577,60,2892.22,1074.012327,3966.232327,0,0,1,0
SH_1395,"Los Angeles, CA","Denver, CO",55.3,12.7,4.97,7.26,Medium,5.0,Clear,Spring,4,8,0.4,Tanker,1,1,954,60,1754.41,653.0826446,2407.492645,1,0,0,0
SH_1396,"Houston, TX","Miami, FL",44.0,18.3,4.72,6.95,Medium,5.3,Rain,Winter,5,8,5.1,Dry Van,1,1,1112,60,2049.42,755.2,2804.62,0,0,1,0
SH_1397,"Chicago, IL","Miami, FL",69.4,27.7,4.02,6.78,Low,4.7,Rain,Winter,4,8,4.3,Flatbed,1,2,1370,70,3014.0,812.300885,3826.300885,0,0,1,0
SH_1398,"Dallas, TX","Atlanta, GA",49.0,6.3,3.02,4.09,High,4.1,Rain,Fall,3,8,0.2,Tanker,0,1,828,60,1507.79,611.3838631,2119.173863,0,1,0,0
SH_1399,"Phoenix, AZ","Chicago, IL",46.8,6.1,3.32,5.54,Low,5.3,Storm,Summer,6,8,7.1,Dry Van,1,1,1670,60,3086.16,1000.794224,4086.954224,1,0,0,0
SH_1400,"Los Angeles, CA","Seattle, WA",63.3,26.8,4.74,6.32,Low,6.6,Rain,Summer,4,8,8.5,Tanker,1,2,1104,70,2395.68,828.0,3223.68,0,0,0,1
SH_1401,"New York, NY","Seattle, WA",65.6,19.7,3.9,7.04,Medium,4.4,Rain,Winter,7,8,10.0,Dry Van,1,2,2762,70,6048.78,1530.085227,7578.865227,1,0,0,0
SH_1402,"Los Angeles, CA","Houston, TX",50.2,11.9,4.33,7.58,High,7.5,Clear,Spring,4,8,0.5,Tanker,0,1,1577,60,2892.22,900.8456464,3793.065646,0,0,0,1
SH_1403,"Chicago, IL","Atlanta, GA",43.7,29.1,4.88,4.78,Medium,5.0,Rain,Summer,3,8,5.2,Flatbed,1,1,677,60,1251.1,691.1631799,1942.26318,0,1,0,0
SH_1404,"Seattle, WA","Phoenix, AZ",47.8,23.9,3.62,7.69,Medium,7.9,Clear,Winter,5,8,7.9,Dry Van,1,1,1282,60,2346.06,603.4902471,2949.550247,0,1,0,0
SH_1405,"Atlanta, GA","Los Angeles, CA",50.2,13.5,4.87,4.66,High,4.3,Fog,Summer,7,8,7.7,Flatbed,1,1,2223,60,4088.1,2323.178112,6411.278112,0,0,0,1
SH_1406,"Houston, TX","Miami, FL",58.7,7.5,4.18,7.11,Low,4.6,Fog,Fall,4,8,0.1,Refrigerated,1,1,1112,60,2049.42,653.7496484,2703.169648,0,1,0,0
SH_1407,"Atlanta, GA","Denver, CO",71.0,21.8,4.96,4.25,High,9.4,Snow,Fall,3,8,3.1,Tanker,0,3,1392,80,3744.48,1624.545882,5369.025882,1,0,0,0
SH_1408,"Dallas, TX","Atlanta, GA",50.1,27.2,4.76,7.03,Low,7.4,Clear,Winter,4,8,5.6,Flatbed,1,1,828,60,1507.79,560.6372688,2068.427269,0,0,1,0
SH_1409,"Atlanta, GA","Chicago, IL",49.6,20.7,4.66,6.83,Low,6.9,Snow,Spring,3,8,9.9,Tanker,1,1,677,60,1251.1,461.9062958,1713.006296,0,0,0,1
SH_1410,"Denver, CO","Chicago, IL",67.5,23.2,4.4,6.87,High,6.7,Snow,Fall,2,8,4.7,Refrigerated,0,2,1056,70,2296.8,676.3318777,2973.131878,1,0,0,0
SH_1411,"Atlanta, GA","Miami, FL",48.4,8.9,4.77,5.1,Medium,4.8,Storm,Summer,2,8,7.0,Flatbed,0,1,697,60,1288.06,651.9,1939.96,1,0,0,0
SH_1412,"Los Angeles, CA","Seattle, WA",56.5,8.0,4.7,7.83,High,9.8,Fog,Summer,3,8,6.4,Refrigerated,0,1,1104,60,2034.67,662.6819923,2697.351992,0,0,1,0
SH_1413,"Miami, FL","Chicago, IL",52.3,16.1,3.13,7.18,Low,5.4,Snow,Fall,4,8,9.0,Refrigerated,0,1,1370,60,2561.9,597.2284123,3159.128412,0,1,0,0
SH_1414,"Phoenix, AZ","Denver, CO",44.3,6.6,4.95,6.72,Low,6.5,Rain,Summer,2,8,7.6,Flatbed,0,1,673,60,1228.23,495.7366071,1723.966607,0,1,0,0
SH_1415,"Dallas, TX","Miami, FL",56.7,15.7,3.02,7.71,High,7.6,Clear,Fall,4,8,6.2,Refrigerated,1,1,1277,60,2353.51,500.1997406,2853.709741,0,0,0,1
SH_1416,"Chicago, IL","Dallas, TX",44.0,6.2,4.13,4.97,High,8.4,Snow,Spring,3,8,3.2,Refrigerated,0,1,925,60,1704.77,768.6619718,2473.431972,1,0,0,0
SH_1417,"Chicago, IL","New York, NY",43.6,23.4,3.9,5.29,High,9.1,Snow,Fall,4,8,5.2,Tanker,1,1,818,60,1537.02,603.0623819,2140.082382,0,0,0,1
SH_1418,"Seattle, WA","Houston, TX",68.5,22.2,3.88,5.52,Medium,8.6,Snow,Summer,4,8,1.3,Tanker,0,2,2173,70,4671.95,1527.398551,6199.348551,1,0,0,0
SH_1419,"Miami, FL","Houston, TX",70.1,28.1,4.65,5.34,Medium,5.6,Storm,Fall,3,8,1.6,Flatbed,1,3,1112,80,3022.42,968.3146067,3990.734607,0,1,0,0
SH_1420,"Seattle, WA","Dallas, TX",40.7,7.9,4.69,7.38,Medium,6.0,Rain,Spring,7,8,5.1,Dry Van,1,1,1932,60,3525.9,1227.788618,4753.688618,0,0,0,1
SH_1421,"Dallas, TX","Atlanta, GA",73.9,26.2,3.62,4.78,High,7.3,Fog,Summer,2,8,8.8,Refrigerated,0,3,828,80,2221.52,627.0627615,2848.582762,1,0,0,0
SH_1422,"Atlanta, GA","Denver, CO",49.0,23.8,3.19,5.28,Low,6.3,Snow,Fall,5,8,1.6,Refrigerated,1,1,1392,60,2540.4,841.0,3381.4,1,0,0,0
SH_1423,"Miami, FL","New York, NY",55.7,27.9,3.94,5.1,High,4.9,Fog,Summer,3,8,5.3,Dry Van,0,1,1256,60,2360.02,970.3215686,3330.341569,0,1,0,0
SH_1424,"Dallas, TX","Seattle, WA",53.7,19.7,3.55,4.7,Medium,8.6,Storm,Winter,6,8,1.0,Tanker,1,1,1932,60,3525.9,1459.276596,4985.176596,0,1,0,0
SH_1425,"New York, NY","Miami, FL",73.6,5.9,4.96,4.02,Low,9.2,Clear,Fall,4,8,9.4,Refrigerated,1,3,1256,80,3484.14,1549.691542,5033.831542,1,0,0,0
SH_1426,"Los Angeles, CA","Seattle, WA",62.9,7.0,3.48,7.09,High,7.2,Storm,Spring,4,8,4.3,Dry Van,1,2,1104,70,2395.68,541.8787024,2937.558702,1,0,0,0
SH_1427,"Houston, TX","Chicago, IL",55.7,29.5,4.92,5.32,Low,9.3,Fog,Winter,4,8,2.1,Refrigerated,1,1,1083,60,1995.97,1001.571429,2997.541429,1,0,0,0
SH_1428,"New York, NY","Chicago, IL",42.5,25.9,3.35,4.28,Medium,6.4,Snow,Winter,4,8,8.5,Tanker,1,1,818,60,1537.02,640.2570093,2177.277009,0,0,1,0
SH_1429,"Dallas, TX","New York, NY",55.4,6.5,4.5,6.26,Low,6.7,Snow,Summer,4,8,5.0,Refrigerated,0,1,1576,60,2918.75,1132.907348,4051.657348,0,0,1,0
SH_1430,"Houston, TX","Los Angeles, CA",66.5,18.6,4.75,6.17,Low,5.4,Fog,Winter,3,8,5.6,Dry Van,0,2,1577,70,3406.32,1214.059968,4620.379968,1,0,0,0
SH_1431,"Dallas, TX","Phoenix, AZ",61.8,13.9,4.69,5.81,Low,8.4,Fog,Fall,3,8,9.8,Tanker,0,2,1017,70,2181.47,820.9518072,3002.421807,0,1,0,0
SH_1432,"Houston, TX","New York, NY",45.6,11.9,3.66,6.6,Medium,8.5,Rain,Fall,5,8,5.1,Dry Van,0,1,1630,60,3018.76,903.9090909,3922.669091,1,0,0,0
SH_1433,"Atlanta, GA","Houston, TX",55.3,8.1,4.13,7.81,Medium,8.8,Storm,Spring,3,8,6.5,Dry Van,1,1,806,60,1467.73,426.2202305,1893.95023,1,0,0,0
SH_1434,"Chicago, IL","Houston, TX",55.0,13.3,4.95,7.45,High,5.9,Fog,Spring,4,8,4.2,Tanker,1,1,1083,60,1995.97,719.5771812,2715.547181,0,1,0,0
SH_1435,"Chicago, IL","Los Angeles, CA",73.5,15.1,4.75,4.76,Medium,7.3,Snow,Summer,5,8,7.6,Tanker,1,3,2004,80,5502.98,1999.789916,7502.769916,0,0,1,0
SH_1436,"Denver, CO","Phoenix, AZ",61.9,6.3,3.42,4.3,Medium,5.7,Fog,Winter,3,8,5.7,Flatbed,1,2,673,70,1446.95,535.2697674,1982.219767,0,0,0,1
SH_1437,"Chicago, IL","Los Angeles, CA",59.2,11.8,3.49,4.55,Medium,9.1,Rain,Summer,6,8,1.9,Refrigerated,1,1,2004,60,3729.44,1537.134066,5266.574066,0,1,0,0
SH_1438,"Dallas, TX","Denver, CO",70.6,23.6,4.32,5.63,Medium,5.6,Clear,Fall,2,8,8.0,Tanker,0,3,762,80,2044.45,584.69627,2629.14627,1,0,0,0
SH_1439,"Chicago, IL","Dallas, TX",69.7,24.0,3.59,5.71,High,5.1,Clear,Summer,3,8,7.2,Flatbed,1,2,925,70,2007.25,581.5674256,2588.817426,0,1,0,0
SH_1440,"New York, NY","Phoenix, AZ",68.7,29.9,3.15,5.89,Medium,8.8,Clear,Winter,5,8,3.0,Flatbed,0,2,2461,70,5377.29,1316.154499,6693.444499,0,0,0,1
SH_1441,"Seattle, WA","Los Angeles, CA",45.4,13.4,4.04,4.91,High,7.5,Fog,Spring,4,8,2.1,Refrigerated,0,1,1104,60,2034.67,908.3828921,2943.052892,0,0,0,1
SH_1442,"Houston, TX","New York, NY",62.1,12.9,3.46,7.52,Low,9.0,Fog,Spring,4,8,8.5,Flatbed,0,2,1630,70,3553.4,749.9734043,4303.373404,1,0,0,0
SH_1443,"Dallas, TX","Los Angeles, CA",73.6,21.8,3.35,5.9,Low,7.9,Storm,Winter,3,8,1.3,Refrigerated,0,3,1423,80,3847.79,807.9745763,4655.764576,0,0,1,0
SH_1444,"Chicago, IL","Phoenix, AZ",55.0,17.2,3.28,6.69,High,7.6,Fog,Fall,4,8,0.1,Flatbed,0,1,1670,60,3086.16,818.77429,3904.93429,0,1,0,0
SH_1445,"Houston, TX","Denver, CO",53.7,8.8,3.75,6.51,Low,7.3,Rain,Summer,3,8,3.8,Tanker,0,1,1010,60,1839.21,581.797235,2421.007235,0,0,1,0
SH_1446,"Denver, CO","Los Angeles, CA",55.6,11.9,3.21,4.3,Low,6.1,Rain,Spring,3,8,8.4,Refrigerated,0,1,954,60,1754.41,712.172093,2466.582093,1,0,0,0
SH_1447,"Seattle, WA","New York, NY",54.9,14.8,4.03,7.24,Medium,7.3,Fog,Summer,7,8,5.2,Dry Van,0,1,2762,60,5140.08,1537.411602,6677.491602,0,1,0,0
SH_1448,"New York, NY","Phoenix, AZ",55.3,25.6,4.85,6.56,High,8.9,Snow,Fall,6,8,9.1,Tanker,0,1,2461,60,4567.62,1819.489329,6387.109329,0,1,0,0
SH_1449,"Phoenix, AZ","Denver, CO",49.0,6.3,4.93,7.41,Low,9.5,Clear,Summer,2,8,4.8,Tanker,0,1,673,60,1228.23,447.7584345,1675.988435,0,0,0,1
SH_1450,"New York, NY","Denver, CO",73.9,17.6,3.35,6.63,High,9.9,Snow,Winter,4,8,8.6,Tanker,0,3,1872,80,5127.41,945.8823529,6073.292353,1,0,0,0
SH_1451,"Miami, FL","Los Angeles, CA",71.3,24.4,4.44,5.06,High,7.7,Fog,Summer,5,8,8.6,Flatbed,0,3,2686,80,7375.76,2356.885375,9732.645375,0,1,0,0
SH_1453,"Los Angeles, CA","Miami, FL",67.5,17.1,3.67,4.33,High,7.3,Storm,Summer,5,8,2.3,Tanker,0,2,2686,70,5882.34,2276.586605,8158.926605,0,1,0,0
SH_1454,"Houston, TX","New York, NY",51.3,6.7,3.07,6.42,Low,7.7,Fog,Fall,4,8,9.9,Tanker,0,1,1630,60,3018.76,779.4548287,3798.214829,0,0,1,0
SH_1456,"New York, NY","Denver, CO",74.0,21.7,4.56,7.1,Low,7.2,Clear,Spring,4,8,3.2,Refrigerated,0,3,1872,80,5127.41,1202.298592,6329.708592,0,0,0,1
SH_1457,"Chicago, IL","Phoenix, AZ",73.5,12.5,4.98,6.53,Medium,5.5,Snow,Spring,3,8,7.4,Refrigerated,0,3,1670,80,4550.75,1273.598775,5824.348775,0,0,0,1
SH_1458,"Los Angeles, CA","Denver, CO",42.4,9.2,4.58,6.59,Low,7.4,Clear,Summer,3,8,9.6,Flatbed,0,1,954,60,1754.41,663.0227618,2417.432762,0,0,0,1
SH_1459,"Chicago, IL","Phoenix, AZ",42.7,27.1,4.63,6.47,High,9.7,Clear,Spring,5,8,9.9,Dry Van,0,1,1670,60,3086.16,1195.069552,4281.229552,0,0,0,1
SH_1460,"Phoenix, AZ","Denver, CO",54.6,12.3,4.53,7.06,High,5.8,Storm,Spring,3,8,0.1,Refrigerated,1,1,673,60,1228.23,431.825779,1660.055779,0,1,0,0
SH_1461,"Phoenix, AZ","New York, NY",54.4,29.7,3.94,5.03,Medium,9.3,Rain,Spring,7,8,6.0,Refrigerated,1,1,2461,60,4567.62,1927.701789,6495.321789,1,0,0,0
SH_1462,"Seattle, WA","Atlanta, GA",53.4,28.6,4.18,5.38,High,7.8,Clear,Winter,6,8,5.1,Refrigerated,0,1,2505,60,4584.15,1946.263941,6530.413941,1,0,0,0
SH_1463,"Los Angeles, CA","Dallas, TX",46.0,23.0,4.23,6.72,Medium,6.1,Storm,Winter,4,8,2.2,Dry Van,0,1,1423,60,2609.78,895.7276786,3505.507679,0,0,0,1
SH_1464,"Seattle, WA","Phoenix, AZ",46.6,5.2,4.94,5.73,Low,9.8,Storm,Fall,5,8,5.9,Dry Van,1,1,1282,60,2346.06,1105.249564,3451.309564,0,0,1,0
SH_1465,"New York, NY","Seattle, WA",67.7,24.6,3.23,7.65,Low,5.2,Fog,Fall,6,8,9.9,Tanker,0,2,2762,70,6048.78,1166.177778,7214.957778,0,1,0,0
SH_1466,"New York, NY","Chicago, IL",73.5,13.6,3.21,4.75,High,7.0,Snow,Winter,3,8,1.5,Flatbed,1,3,818,80,2269.13,552.7957895,2821.925789,0,0,0,1
SH_1467,"Atlanta, GA","Dallas, TX",51.3,13.5,4.32,5.87,High,8.9,Snow,Winter,4,8,0.5,Refrigerated,1,1,828,60,1507.79,609.362862,2117.152862,0,0,1,0
SH_1468,"Houston, TX","Denver, CO",71.8,10.6,4.09,7.82,Medium,7.0,Clear,Spring,2,8,4.8,Dry Van,0,3,1010,80,2709.83,528.2480818,3238.078082,0,1,0,0
SH_1469,"Seattle, WA","Atlanta, GA",56.7,24.6,3.86,5.01,High,6.0,Storm,Summer,6,8,5.0,Tanker,0,1,2505,60,4584.15,1930.0,6514.15,0,1,0,0
SH_1470,"Seattle, WA","Chicago, IL",68.4,15.5,4.53,7.82,Medium,9.1,Snow,Winter,5,8,5.7,Flatbed,1,2,1993,70,4344.74,1154.512788,5499.252788,0,1,0,0
SH_1471,"Denver, CO","Houston, TX",72.7,26.7,4.73,6.77,Medium,7.7,Clear,Spring,3,8,5.7,Refrigerated,1,3,1010,80,2709.83,705.6573117,3415.487312,1,0,0,0
SH_1472,"Dallas, TX","Atlanta, GA",57.1,16.4,3.41,7.02,Low,6.7,Storm,Winter,2,8,2.6,Dry Van,0,1,828,60,1507.79,402.2051282,1909.995128,0,1,0,0
SH_1473,"Denver, CO","Chicago, IL",72.9,21.6,4.74,7.31,Medium,6.2,Rain,Summer,2,8,0.0,Flatbed,0,3,1056,80,2877.6,684.7387141,3562.338714,0,1,0,0
SH_1474,"Dallas, TX","Phoenix, AZ",58.8,18.3,4.28,5.22,Low,7.2,Snow,Fall,4,8,5.8,Tanker,1,1,1017,60,1851.96,833.862069,2685.822069,1,0,0,0
SH_1475,"Atlanta, GA","Dallas, TX",44.2,8.1,4.13,5.08,Low,6.4,Rain,Fall,4,8,1.0,Flatbed,1,1,828,60,1507.79,673.1574803,2180.94748,1,0,0,0
SH_1476,"Dallas, TX","Denver, CO",60.1,24.5,3.73,7.91,High,6.6,Rain,Fall,2,8,4.7,Tanker,0,2,762,70,1634.49,359.3249052,1993.814905,0,0,0,1
SH_1477,"Chicago, IL","Phoenix, AZ",69.1,16.5,4.19,5.07,High,7.9,Snow,Summer,5,8,0.5,Refrigerated,1,2,1670,70,3632.25,1380.138067,5012.388067,0,0,0,1
SH_1478,"Denver, CO","Dallas, TX",59.7,11.3,4.91,5.93,Low,6.0,Clear,Winter,3,8,2.4,Refrigerated,1,1,762,60,1387.6,630.93086,2018.53086,0,0,1,0
SH_1479,"Seattle, WA","Dallas, TX",61.5,27.8,3.46,4.48,High,4.0,Rain,Winter,4,8,10.0,Flatbed,0,2,1932,70,4153.8,1492.125,5645.925,0,0,1,0
SH_1480,"Los Angeles, CA","Phoenix, AZ",50.8,26.9,4.56,4.06,Medium,8.9,Clear,Summer,2,8,2.3,Dry Van,0,1,410,60,753.99,460.4926108,1214.482611,0,1,0,0
SH_1481,"Houston, TX","Los Angeles, CA",54.9,12.2,3.34,7.05,Medium,9.9,Fog,Winter,4,8,3.0,Flatbed,0,1,1577,60,2892.22,747.1177305,3639.33773,0,0,0,1
SH_1482,"Houston, TX","Seattle, WA",47.6,8.4,4.1,6.42,Medium,8.2,Snow,Spring,7,8,6.8,Tanker,1,1,2173,60,3965.72,1387.741433,5353.461433,0,0,1,0
SH_1484,"Dallas, TX","Miami, FL",65.9,10.3,3.79,4.26,High,5.4,Storm,Fall,3,8,8.0,Dry Van,0,2,1277,70,2771.09,1136.110329,3907.200329,1,0,0,0
SH_1485,"Atlanta, GA","Los Angeles, CA",51.8,8.4,3.15,7.97,Low,7.9,Snow,Spring,7,8,7.7,Flatbed,1,1,2223,60,4088.1,878.6010038,4966.701004,0,0,0,1
SH_1486,"Los Angeles, CA","Dallas, TX",68.2,5.4,3.37,6.62,High,6.3,Fog,Fall,3,8,6.7,Flatbed,0,2,1423,70,3073.68,724.397281,3798.077281,1,0,0,0
SH_1487,"Phoenix, AZ","Dallas, TX",47.1,26.6,3.64,7.96,Medium,4.9,Storm,Fall,3,8,7.9,Dry Van,0,1,1017,60,1851.96,465.0603015,2317.020302,0,1,0,0
SH_1488,"Dallas, TX","Houston, TX",56.4,29.7,3.85,6.42,Medium,4.3,Fog,Winter,2,8,4.0,Tanker,1,1,259,60,470.34,155.3193146,625.6593146,1,0,0,0
SH_1489,"Phoenix, AZ","Dallas, TX",60.7,5.3,3.0,6.46,Low,5.1,Fog,Spring,3,8,6.5,Tanker,0,2,1017,70,2181.47,472.2910217,2653.761022,0,0,0,1
SH_1490,"Houston, TX","Dallas, TX",51.0,8.7,4.16,6.65,Medium,8.3,Clear,Summer,1,8,8.9,Dry Van,0,1,259,60,470.34,162.0210526,632.3610526,0,0,0,1
SH_1491,"Dallas, TX","Miami, FL",61.6,20.6,3.59,5.66,High,8.8,Fog,Fall,3,8,4.7,Flatbed,0,2,1277,70,2771.09,809.9699647,3581.059965,1,0,0,0
SH_1492,"Seattle, WA","Denver, CO",65.7,15.4,4.05,4.46,High,10.0,Snow,Fall,4,8,6.8,Tanker,1,2,1172,70,2525.66,1064.26009,3589.92009,1,0,0,0
SH_1493,"Los Angeles, CA","Denver, CO",70.8,19.7,4.56,4.99,High,8.1,Rain,Spring,3,8,3.9,Flatbed,1,3,954,80,2586.29,871.7915832,3458.081583,0,1,0,0
SH_1494,"Houston, TX","Chicago, IL",65.4,6.5,4.16,4.52,High,9.8,Snow,Summer,3,8,1.1,Tanker,0,2,1083,70,2350.11,996.7433628,3346.853363,0,0,1,0
SH_1495,"New York, NY","Houston, TX",60.8,13.6,3.07,6.17,Medium,6.3,Snow,Winter,5,8,8.0,Flatbed,1,2,1630,70,3553.4,811.0372771,4364.437277,0,1,0,0
SH_1496,"New York, NY","Miami, FL",66.5,25.6,3.43,5.05,Low,5.3,Fog,Fall,4,8,9.5,Flatbed,1,2,1256,70,2775.76,853.0851485,3628.845149,0,1,0,0
SH_1497,"Dallas, TX","Phoenix, AZ",70.9,21.0,3.78,5.7,Medium,4.5,Fog,Spring,2,8,7.0,Tanker,0,3,1017,80,2728.61,674.4315789,3403.041579,0,0,0,1
SH_1498,"New York, NY","Chicago, IL",59.3,18.9,3.55,5.9,High,6.8,Storm,Summer,3,8,8.2,Flatbed,1,1,818,60,1537.02,492.1864407,2029.206441,1,0,0,0
SH_1499,"Los Angeles, CA","Houston, TX",61.1,27.4,4.73,7.56,Medium,5.6,Fog,Spring,4,8,2.6,Refrigerated,0,2,1577,70,3406.32,986.6679894,4392.987989,0,0,1,0
SH_1500,"Los Angeles, CA","Dallas, TX",71.8,21.2,3.16,4.54,Low,4.9,Clear,Spring,4,8,7.4,Tanker,1,3,1423,80,3847.79,990.4581498,4838.24815,0,1,0,0
SH_1501,"Dallas, TX","Seattle, WA",72.9,10.0,3.62,4.96,Low,6.2,Clear,Summer,4,8,5.8,Dry Van,0,3,1932,80,5197.08,1410.048387,6607.128387,1,0,0,0
SH_1502,"Miami, FL","Seattle, WA",57.2,5.7,3.13,6.15,Low,8.3,Storm,Spring,7,8,2.8,Dry Van,0,1,3141,60,5817.13,1598.590244,7415.720244,0,1,0,0
SH_1503,"Chicago, IL","Seattle, WA",59.9,29.4,3.55,4.63,Low,4.3,Storm,Winter,5,8,0.9,Refrigerated,0,1,1993,60,3691.04,1528.110151,5219.150151,0,0,0,1
SH_1504,"Miami, FL","New York, NY",69.9,19.6,3.14,4.19,Medium,4.4,Clear,Fall,3,8,8.5,Dry Van,0,2,1256,70,2775.76,941.2505967,3717.010597,0,0,1,0
SH_1505,"Dallas, TX","Miami, FL",72.3,17.6,3.49,5.61,Medium,8.3,Snow,Fall,4,8,4.4,Dry Van,1,3,1277,80,3470.89,794.426025,4265.316025,0,1,0,0
SH_1506,"Houston, TX","Dallas, TX",72.6,7.7,4.72,4.64,Medium,6.9,Clear,Summer,1,8,0.9,Refrigerated,0,3,259,80,693.08,263.4655172,956.5455172,1,0,0,0
SH_1507,"Chicago, IL","Atlanta, GA",41.8,13.4,4.51,5.18,High,8.6,Storm,Summer,4,8,2.5,Refrigerated,1,1,677,60,1251.1,589.4343629,1840.534363,0,1,0,0
SH_1508,"New York, NY","Dallas, TX",66.2,14.9,3.42,6.09,High,9.5,Rain,Fall,3,8,6.8,Flatbed,0,2,1576,70,3435.68,885.044335,4320.724335,0,1,0,0
SH_1509,"Atlanta, GA","Seattle, WA",60.7,23.4,4.03,7.26,High,8.3,Storm,Fall,6,8,1.5,Flatbed,0,2,2505,70,5398.28,1390.516529,6788.796529,1,0,0,0
SH_1510,"New York, NY","Phoenix, AZ",72.8,8.4,3.98,5.04,High,8.5,Storm,Fall,6,8,8.8,Dry Van,1,3,2461,80,6740.68,1943.40873,8684.08873,1,0,0,0
SH_1511,"Atlanta, GA","Houston, TX",67.9,16.4,3.66,4.63,Medium,5.0,Rain,Summer,3,8,7.8,Refrigerated,1,2,806,70,1728.87,637.1403888,2366.010389,0,0,0,1
SH_1512,"Miami, FL","Chicago, IL",58.4,7.1,4.67,6.45,Low,5.0,Fog,Fall,3,8,5.1,Dry Van,0,1,1370,60,2561.9,991.9224806,3553.822481,0,0,0,1
SH_1514,"Denver, CO","Atlanta, GA",72.6,19.3,4.47,7.8,Low,4.5,Storm,Spring,3,8,5.8,Tanker,0,3,1392,80,3744.48,797.7230769,4542.203077,0,1,0,0
SH_1515,"New York, NY","Houston, TX",46.5,27.4,3.5,4.37,Medium,8.5,Snow,Winter,6,8,3.7,Flatbed,1,1,1630,60,3018.76,1305.491991,4324.251991,0,0,1,0
SH_1516,"Denver, CO","Seattle, WA",44.8,9.3,3.11,6.63,High,9.0,Fog,Spring,5,8,8.7,Refrigerated,1,1,1172,60,2144.76,549.7616893,2694.521689,0,1,0,0
SH_1517,"Dallas, TX","Los Angeles, CA",51.4,8.8,4.24,5.68,Medium,7.7,Snow,Fall,4,8,9.7,Flatbed,0,1,1423,60,2609.78,1062.239437,3672.019437,0,0,0,1
SH_1518,"Dallas, TX","Denver, CO",50.8,9.0,4.65,6.35,High,7.7,Rain,Winter,3,8,3.4,Refrigerated,1,1,762,60,1387.6,558.0,1945.6,1,0,0,0
SH_1519,"Denver, CO","Miami, FL",46.9,23.3,4.23,4.83,Medium,4.9,Storm,Spring,6,8,6.3,Dry Van,0,1,1984,60,3666.43,1737.540373,5403.970373,0,1,0,0
SH_1520,"Miami, FL","New York, NY",40.6,14.7,4.38,6.78,High,6.6,Storm,Winter,4,8,5.2,Flatbed,0,1,1256,60,2360.02,811.3982301,3171.41823,1,0,0,0
SH_1521,"Miami, FL","Phoenix, AZ",45.7,20.0,3.98,4.78,High,8.5,Fog,Fall,8,8,4.3,Dry Van,1,1,2276,60,4206.05,1895.079498,6101.129498,0,1,0,0
SH_1523,"New York, NY","Miami, FL",60.9,12.2,4.18,5.19,High,4.3,Fog,Fall,4,8,1.0,Dry Van,1,2,1256,70,2775.76,1011.576108,3787.336108,0,0,0,1
SH_1524,"Los Angeles, CA","Seattle, WA",73.7,15.7,4.03,4.59,High,7.3,Snow,Winter,3,8,6.1,Refrigerated,1,3,1104,80,3000.67,969.3071895,3969.97719,0,1,0,0
